O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,O2_7,NH4_1,NH4_2,NH4_3,NH4_4,NH4_5,NH4_6,NH4_7,NO2_1,NO2_2,NO2_3,NO2_4,NO2_5,NO2_6,NO2_7,NO3_1,NO3_2,NO3_3,NO3_4,NO3_5,NO3_6,NO3_7,BOD5_1,BOD5_2,BOD5_3,BOD5_4,BOD5_5,BOD5_6,BOD5_7,O2_mean,O2_std,NH4_mean,NH4_std,NO2_mean,NO2_std,NO3_mean,NO3_std,BOD5_mean,BOD5_std,O2_sum,NH4_sum,NO2_sum,NO3_sum,BOD5_sum,target
7.4,7.0,9.0,7.6,8.01,9.805,8.37,0.3,0.2,1.64,3.72,12.175,0.31,0.44,0.05,0.03,0.208,0.902,1.18,0.056,0.567,1.6,1.62,6.025,7.45,7.795,7.695,7.695,4.9,3.2,6.025,5.725,7.055,5.75,5.2,8.169285714285714,0.9759116616930915,2.6835714285714287,4.37354615299541,0.4275714285714286,0.4650397320455021,5.6971428571428575,2.8569664231238603,5.407857142857144,1.1893515640285435,57.184999999999995,18.785,2.9930000000000003,39.88,37.855000000000004,Low
7.05,8.76,9.545,8.37,6.025,9.805,5.03,0.49,0.4,1.848,10.09,14.515,0.38,0.844,0.065,0.06,0.074,1.252,0.746,0.037,0.567,0.59,0.79,1.825,14.775,2.02,0.636,1.8,5.0,5.4,2.04,8.7,9.55,2.155,2.5,7.797857142857142,1.8118840496907656,4.081,5.781916320160068,0.4001428571428572,0.4724720198316611,3.205142857142857,5.138381081902854,5.049285714285714,3.099492469974491,54.584999999999994,28.567,2.801,22.436,35.345,Low
4.935,8.5,9.5,9.265,8.11,9.805,7.19,0.14,0.2,0.65,4.14,12.175,0.38,0.429,0.08,0.08,0.208,0.902,1.075,0.056,0.567,2.21,2.205,2.095,10.665,14.67,0.636,7.695,2.52,4.9,2.04,2.8,6.75,1.275,1.6,8.186428571428571,1.6920099346775772,2.587714285714285,4.459202272241293,0.424,0.42651416545448206,5.739428571428571,5.355939284481073,3.126428571428572,1.9869673589956847,57.305,18.113999999999997,2.968,40.176,21.885,High
5.55,6.345,8.05,7.6,6.025,9.805,5.03,0.24,0.245,1.64,5.86,3.79,1.285,0.53,0.05,0.03,0.134,0.902,1.454,0.056,0.14,1.37,2.15,2.095,4.9,2.02,0.636,1.8,6.45,4.97,4.725,6.075,5.725,3.5,3.0,6.915,1.6654829129514759,1.9414285714285715,2.1236382191216765,0.3951428571428572,0.5595901561474638,2.138714285714286,1.329450351872998,4.920714285714285,1.2952651870415977,48.405,13.59,2.7660000000000005,14.971,34.445,Low
7.5,8.5,11.475,9.115,8.11,8.43,6.375,0.23,0.24,1.64,4.95,16.645,0.38,0.844,0.07,0.105,0.064,0.22,1.075,0.064,0.19,1.3,1.61,3.96,19.355,4.58,1.73,0.76,4.2,5.7,2.04,2.8,8.415,2.95,1.6,8.500714285714286,1.5759373627871673,3.561285714285714,6.0060534661369145,0.2554285714285714,0.3668641243216427,4.756428571428571,6.592436773989388,3.957857142857143,2.3997879370596773,59.505,24.929,1.7879999999999998,33.294999999999995,27.705000000000002,Low
5.05,6.025,8.96,7.75,8.11,8.42,4.97,0.247,0.215,1.04,0.55,30.45,0.429,0.429,0.105,0.105,0.011,0.805,0.55,0.017,0.05,3.85,3.025,1.62,4.95,7.77,1.73,1.73,2.21,5.7,4.25,5.15,7.3,2.28,2.9,7.0407142857142855,1.6590670786404544,4.765714285714287,11.329001775888962,0.2347142857142857,0.31354144557815333,3.525,2.253861501216671,4.255714285714286,1.9183226800415787,49.285,33.36000000000001,1.643,24.675,29.790000000000003,Low
5.065,6.63,7.96,7.6,2.31,10.07,6.375,0.215,0.2,1.64,2.3,14.515,0.28,0.429,0.03,0.006,0.208,0.902,1.075,0.064,0.567,1.9,2.205,2.02,7.45,4.58,1.73,1.8,6.95,6.7,3.95,5.725,6.75,8.415,5.2,6.572857142857144,2.439166280280445,2.797,5.232128757335137,0.4074285714285715,0.44291227767390434,3.0978571428571433,2.163607822486277,6.241428571428572,1.4316270297744982,46.010000000000005,19.579,2.8520000000000003,21.685000000000002,43.690000000000005,Low
6.54,8.75,9.545,9.115,8.11,8.98,8.98,0.29,0.2,1.16,2.3,12.175,0.31,0.429,0.05,0.04,0.134,0.66,1.18,0.04,0.15,6.46,6.63,6.025,19.355,17.515,1.73,1.8,1.17,2.52,2.04,2.8,7.7,2.155,2.1,8.574285714285717,0.9957092471007312,2.409142857142857,4.371168433747489,0.322,0.4374867617044733,8.502142857142855,7.113464262194884,2.926428571428572,2.1647569422564783,60.02000000000001,16.863999999999997,2.254,59.51499999999999,20.485000000000003,Low
10.0,8.565,9.545,6.37,9.725,8.05,8.98,0.24,1.3,1.64,17.144,14.515,1.285,0.429,0.065,0.08,0.064,0.902,1.075,0.056,0.192,1.8,2.102,6.025,19.355,4.58,2.074,7.695,4.935,6.025,2.04,5.725,8.4,3.5,2.5,8.747857142857143,1.2507759496370545,5.221857142857142,7.302966096698231,0.34771428571428575,0.443022465301597,6.233,6.206366784735387,4.732142857142857,2.2323322205391256,61.235,36.553,2.434,43.631,33.125,High
8.433,8.0,9.6,9.5,6.17,10.4,7.2,0.247,0.895,1.848,10.09,12.42,0.31,0.51,0.033,0.067,0.026,0.805,0.934,0.056,0.066,4.833,3.667,2.02,5.24,5.69,1.44,1.44,4.833,4.833,2.8,6.075,5.5,3.9,2.27,8.471857142857143,1.4825566238282917,3.7600000000000002,5.191894933451562,0.2838571428571429,0.4020992533241134,3.475714285714286,1.839472271629893,4.315857142857142,1.3957042939643327,59.303000000000004,26.32,1.9870000000000003,24.330000000000002,30.211,High
13.3,13.3,9.265,9.265,6.015,8.429,7.2,0.225,0.4,2.22,2.3,5.45,0.429,0.34,0.04,0.02,0.011,0.95,0.934,0.05,0.105,1.02,1.2,2.02,17.265,5.02,0.82,1.73,4.3,6.2,2.4,4.5,8.5,4.5,5.7,9.539142857142858,2.815492581448312,1.6234285714285712,1.9140935066973486,0.30142857142857143,0.4386509079525757,4.153571428571429,5.954572972574464,5.1571428571428575,1.9042558851662967,66.774,11.363999999999999,2.11,29.075000000000003,36.1,High
5.7,8.5,10.09,6.02,9.5,8.42,7.17,0.4,0.595,1.64,5.725,30.05,0.53,0.53,0.071,0.04,0.011,0.805,1.23,0.056,0.12,1.2,1.4,1.73,14.775,14.775,1.73,1.76,4.4,2.4,3.54,8.705,13.705,7.55,7.5,7.9142857142857155,1.6779139543180508,5.638571428571429,10.931522734080295,0.3332857142857143,0.48436684248123146,5.338571428571428,6.449576674923268,6.828571428571428,3.8319367538771156,55.400000000000006,39.47,2.333,37.37,47.8,Low
5.9,8.7,8.5,7.28,3.93,8.26,6.75,0.09,0.2,0.65,2.31,5.01,0.429,0.429,0.13,0.13,0.011,0.252,2.21,0.027,0.191,1.5,1.4,2.02,4.96,2.79,1.76,1.87,3.4,2.4,2.21,6.55,7.875,3.07,4.45,7.045714285714285,1.7072771415605719,1.3025714285714287,1.7980561594068611,0.4215714285714286,0.7931664090094539,2.3285714285714283,1.2459859358680387,4.279285714285714,2.166549538958642,49.32,9.118,2.951,16.299999999999997,29.955,Low
9.7,9.0,8.77,6.37,6.015,8.98,6.375,0.24,0.245,0.65,3.85,5.845,0.28,0.429,0.039,0.035,0.208,0.66,1.18,0.056,0.29,2.35,2.15,1.64,7.45,2.02,1.56,1.8,10.7,8.0,2.04,2.8,6.75,2.155,2.025,7.887142857142856,1.559481369833299,1.6484285714285714,2.264504129468735,0.3525714285714286,0.42643868537100665,2.71,2.1088069296800662,4.924285714285714,3.536915356365662,55.209999999999994,11.539,2.468,18.97,34.47,High
6.3,8.5,9.6,9.93,10.2,10.2,7.11,0.245,0.355,0.68,2.31,5.21,0.37,0.294,0.029,0.034,0.02,0.41,0.72,0.067,0.05,2.15,3.15,2.04,16.0,14.2,1.56,1.78,5.45,5.5,2.8,2.7,5.02,2.8,2.84,8.834285714285715,1.5824438604350457,1.352,1.8509753284867594,0.19,0.27177993548702845,5.840000000000001,6.366702443180457,3.8728571428571428,1.3659760159645837,61.84,9.464,1.33,40.88,27.11,Low
9.7,8.9,9.545,9.115,6.015,8.98,5.03,0.145,0.09,0.65,3.85,5.845,0.28,0.44,0.012,0.08,0.064,0.22,1.075,0.071,0.19,1.21,0.12,14.67,15.8,3.73,9.53,7.695,2.91,2.52,3.95,3.3,8.4,3.5,3.17,8.18357142857143,1.8626095365680606,1.614285714285714,2.290149974294676,0.24457142857142858,0.3735192351775462,7.536428571428572,6.227491947195191,3.9642857142857144,2.0066959339741963,57.28500000000001,11.299999999999999,1.712,52.755,27.75,High
6.54,4.98,11.475,9.115,8.11,8.98,6.375,0.3,0.4,1.16,8.625,12.175,0.31,0.44,0.02,0.02,0.064,0.22,1.075,0.14,0.11,4.2,1.99,14.67,19.355,20.05,1.73,7.695,10.7,6.7,2.04,3.95,8.4,2.155,2.9,7.939285714285715,2.166339902099523,3.3442857142857143,4.936544362010255,0.2355714285714286,0.37686507627304194,9.955714285714285,7.977256435523133,5.263571428571429,3.3867840132463356,55.575,23.41,1.6490000000000002,69.69,36.845,High
6.95,6.345,9.545,7.6,4.88,8.98,5.03,0.145,0.095,1.848,14.515,14.515,0.28,0.429,0.065,0.095,0.064,0.902,2.07,0.056,0.567,0.09,1.62,2.02,10.465,5.69,0.636,1.8,5.95,4.8,7.37,9.25,8.4,8.25,7.5,7.047142857142857,1.805025062482645,4.546714285714286,6.835809747554559,0.5455714285714286,0.7479903870021453,3.188714285714286,3.6759223202839726,7.36,1.527917973365499,49.33,31.827,3.819,22.321,51.52,Low
9.7,8.5,9.545,8.37,2.28,9.805,5.03,0.49,0.314,1.64,10.09,16.645,1.285,0.429,0.031,0.038,0.134,0.902,2.45,0.056,0.567,0.4,0.55,2.095,4.9,2.02,0.636,1.8,5.0,5.4,2.04,2.8,2.88,1.73,2.27,7.604285714285714,2.868365429664644,4.413285714285714,6.421163594299861,0.5968571428571429,0.8819883651106041,1.7715714285714286,1.5608311735677731,3.16,1.4550257729676133,53.23,30.892999999999997,4.178,12.401,22.12,Low
6.49,8.9,8.37,9.265,2.31,10.07,6.375,0.24,0.2,0.65,3.85,12.175,0.28,0.429,0.062,0.044,0.134,0.902,1.454,0.056,0.567,1.665,2.205,2.095,14.775,14.775,2.02,1.8,4.935,4.95,8.415,10.465,8.415,4.835,7.37,7.397142857142858,2.6326410331687473,2.5462857142857147,4.44317209188382,0.4598571428571429,0.5470833052261262,5.619285714285715,6.257133548047,7.054999999999999,2.2090854065276275,51.78,17.824,3.2190000000000003,39.335,49.38499999999999,Low
7.785,8.567,9.545,6.17,6.015,10.07,7.2,0.215,0.187,0.65,1.8,12.42,0.38,0.43,0.033,0.07,0.026,0.805,1.454,0.056,0.191,4.267,3.2,12.05,10.465,6.05,3.02,1.8,4.977,4.913,4.15,5.4,5.5,3.5,3.6,7.907428571428572,1.5763236614713,2.2974285714285716,4.497817020775851,0.3764285714285714,0.5502323318813781,5.836,3.9521437642541972,4.577142857142857,0.8265330057074609,55.352000000000004,16.082,2.635,40.852000000000004,32.04,High
8.1,7.4,8.37,8.37,2.31,7.695,7.15,0.04,0.02,0.65,16.645,30.26,1.285,1.285,0.03,0.05,0.208,0.66,1.075,0.056,0.19,1.325,1.855,2.095,19.355,3.07,1.73,1.8,2.95,6.025,2.04,6.075,6.75,2.155,3.85,7.056428571428571,2.1448828916860747,7.169285714285714,11.808612474436979,0.3241428571428571,0.39615755643911366,4.461428571428572,6.589500306223097,4.263571428571429,1.9938691746737764,49.394999999999996,50.184999999999995,2.2689999999999997,31.230000000000004,29.845000000000002,High
8.0,8.4,12.79,7.5,2.31,12.37,7.15,0.3,0.3,0.65,14.515,14.515,0.38,0.429,0.034,0.046,0.1,0.902,0.746,0.056,0.567,1.3,1.62,2.02,15.96,14.775,1.73,1.8,4.15,4.52,3.665,6.075,5.725,4.725,4.45,8.36,3.5270951220515725,4.441285714285714,6.8826625108380295,0.35014285714285714,0.376345775660021,5.600714285714284,6.6842342048107435,4.758571428571429,0.855032720064532,58.519999999999996,31.089,2.451,39.20499999999999,33.31,High
7.25,7.65,9.5,9.6,5.2,10.2,7.6,0.28,0.31,1.65,5.515,7.415,0.429,0.429,0.065,0.058,0.011,0.95,2.74,0.071,0.191,0.63,1.825,4.66,4.96,4.2,3.73,3.73,4.8,4.8,2.8,6.0,5.2,2.23,2.84,8.142857142857144,1.741270745611896,2.2897142857142856,2.942872503427318,0.5837142857142857,1.0061705810126027,3.3907142857142856,1.5828203429622827,4.095714285714285,1.447663141559034,57.00000000000001,16.028,4.086,23.735,28.669999999999998,High
6.54,6.54,8.77,7.8,2.31,10.07,6.375,0.18,0.2,1.16,4.14,30.26,0.31,0.429,0.017,0.039,0.208,0.66,1.454,0.056,0.567,3.2,1.62,4.9,5.24,7.795,2.025,1.8,5.485,4.9,3.95,6.075,8.415,2.155,2.27,6.915,2.4480315221282045,5.239857142857143,11.122893964380724,0.42871428571428577,0.5216709417138081,3.7971428571428576,2.2915276148289836,4.75,2.208883579246916,48.405,36.679,3.0010000000000003,26.580000000000002,33.25,Low
8.1,8.5,9.0,7.6,6.015,8.43,6.375,0.33,0.2,1.16,4.19,12.175,0.31,0.85,0.03,0.05,0.208,0.902,1.18,0.071,0.15,1.5,1.5,6.025,7.45,7.795,6.76,7.695,3.3,4.1,3.95,6.3,7.7,3.5,3.0,7.717142857142858,1.1273636545160615,2.745,4.384720629641072,0.37014285714285716,0.46924919768051765,5.5321428571428575,2.8208610640825866,4.55,1.7613914953808538,54.02,19.215,2.591,38.725,31.849999999999998,Low
7.5,8.3,9.115,9.115,9.93,8.43,7.15,0.122,0.12,1.64,10.09,16.645,1.285,0.429,0.08,0.08,0.078,0.902,1.075,0.056,0.567,0.4,1.62,2.074,14.775,4.58,2.57,2.095,3.05,6.3,2.04,3.95,8.415,3.95,2.84,8.505714285714285,0.9719843473166484,4.332999999999999,6.480664214929413,0.4054285714285714,0.4401006919417635,4.016285714285714,4.906508762663656,4.363571428571428,2.2342648199607593,59.54,30.330999999999996,2.838,28.113999999999997,30.544999999999998,Low
8.4,8.9,11.475,9.115,0.6,12.03,7.15,0.18,0.2,0.65,2.3,24.22,0.38,0.44,0.05,0.03,0.026,0.22,0.746,0.071,0.071,1.9,1.15,1.6,4.9,2.02,1.73,1.8,3.15,2.52,4.725,6.075,8.415,4.725,4.45,8.23857142857143,3.7774293665199905,4.0528571428571425,8.923300425077622,0.17342857142857143,0.26093796015072057,2.1571428571428575,1.2411649673554586,4.865714285714286,1.9458619096504692,57.67,28.369999999999997,1.214,15.100000000000001,34.06,High
8.6,7.1,9.5,6.94,5.2,8.98,7.2,0.473,0.473,0.65,2.848,24.2,0.37,0.44,0.026,0.026,0.011,0.902,1.23,0.054,0.15,0.79,1.855,0.64,6.875,7.795,0.636,1.8,3.785,4.8,3.95,6.65,8.0,5.55,5.0,7.645714285714287,1.4779135872670537,4.207714285714286,8.860187596100618,0.3427142857142857,0.5051767724555153,2.913,3.0753831197646466,5.390714285714286,1.5041676230045766,53.52000000000001,29.454,2.399,20.391,37.735,Low
8.7,8.3,9.265,9.265,9.265,9.265,5.015,0.245,0.245,0.65,5.07,24.515,0.429,0.429,0.05,0.05,0.015,0.556,0.746,0.056,0.15,3.5,4.2,3.73,4.9,5.07,3.73,3.76,6.1,5.3,4.5,6.025,8.265,4.5,4.2,8.439285714285715,1.5567231304126967,4.511857142857143,8.991688503437892,0.23185714285714284,0.2944511439788886,4.127142857142857,0.6238513253896928,5.555714285714286,1.4135723910581675,59.075,31.583,1.623,28.89,38.89,High
6.55,8.9,9.545,6.37,5.4,10.07,5.03,0.24,0.24,0.65,21.97,30.27,0.28,0.429,0.05,0.03,0.208,0.66,1.18,0.056,0.567,1.4,1.62,2.02,14.775,14.775,1.73,2.095,4.2,4.35,3.95,3.95,8.4,3.5,3.6,7.409285714285715,2.0566810410858327,7.7255714285714285,12.79298482055879,0.39300000000000007,0.43169163376960024,5.487857142857143,6.348647399999768,4.564285714285715,1.717972226617349,51.865,54.079,2.7510000000000003,38.415,31.950000000000003,Low
10.0,7.4,7.96,7.5,8.11,7.375,6.567,0.24,0.245,1.16,1.848,16.645,0.38,0.429,0.017,0.039,0.026,0.902,2.23,0.071,0.037,0.4,1.62,14.67,19.355,7.795,1.76,0.76,10.4,8.0,3.95,7.075,5.725,6.625,5.7,7.844571428571428,1.072280102887123,2.992428571428571,6.049523310618308,0.4745714285714286,0.8385377862968485,6.622857142857143,7.637745008150234,6.7821428571428575,2.040920660598335,54.912,20.946999999999996,3.322,46.36,47.475,Low
6.025,7.025,8.07,5.9,6.015,9.805,5.07,0.215,0.22,1.895,7.98,7.883,1.285,1.285,0.056,0.056,0.074,0.956,1.455,0.03,0.191,2.205,2.205,2.095,5.9,4.9,1.48,1.73,4.4,5.3,3.95,6.725,5.725,3.725,3.17,6.844285714285715,1.6175893292474568,2.966142857142857,3.4453873719593777,0.4025714285714285,0.5694505706213248,2.9307142857142856,1.7317029878403625,4.713571428571429,1.2552546696644011,47.910000000000004,20.763,2.8179999999999996,20.515,32.995000000000005,Low
6.54,4.98,11.475,9.115,6.015,8.98,5.03,0.24,0.39,1.16,8.625,12.175,0.31,0.429,0.05,0.06,0.064,0.66,1.075,0.071,0.19,0.09,0.12,4.16,19.355,20.05,9.53,7.695,3.15,2.2,3.95,8.625,8.4,3.5,8.25,7.447857142857144,2.4548707656800337,3.3327142857142853,4.944825568689143,0.31,0.4020493336229606,8.714285714285715,8.290648561567941,5.439285714285715,2.8439210440449827,52.135000000000005,23.328999999999997,2.17,61.00000000000001,38.075,Low
9.1,8.2,9.545,9.115,6.025,8.98,5.03,0.145,0.09,1.16,0.515,9.37,1.285,0.429,0.065,0.095,0.064,0.902,1.075,0.056,0.11,0.09,0.12,14.67,19.355,20.05,9.53,7.695,5.0,5.4,3.95,4.95,6.75,3.5,3.9,7.9992857142857146,1.7588903428284657,1.8562857142857143,3.3454331913961806,0.33814285714285713,0.4474793956416424,10.215714285714284,8.280077711275535,4.778571428571429,1.113873550145745,55.995000000000005,12.994,2.367,71.50999999999999,33.45,Low
4.98,8.76,12.09,6.37,5.845,10.07,6.375,0.215,0.18,0.65,14.515,12.175,0.45,0.429,0.05,0.04,0.082,0.22,0.746,0.064,0.071,1.01,2.15,1.93,14.775,9.29,8.32,1.8,4.9,5.52,4.725,5.725,5.725,5.074,3.17,7.784285714285714,2.592515555355822,4.087714285714285,6.361834895538806,0.18185714285714286,0.25605105517678084,5.610714285714286,5.261080710091345,4.976999999999999,0.8905006082722983,54.489999999999995,28.613999999999997,1.273,39.275,34.839,Low
8.1,8.5,11.0,6.2,8.2,8.43,8.65,0.215,0.233,0.65,2.8,5.2,0.31,0.51,0.067,0.067,0.066,0.66,2.75,0.066,0.066,0.95,3.333,4.71,7.42,4.71,6.46,5.14,6.1,5.5,4.1,5.55,5.75,2.94,2.1,8.44,1.4019153564558264,1.4168571428571428,1.902052613062305,0.5345714285714286,1.0016469532962295,4.674714285714286,2.1062016929602376,4.577142857142857,1.5565422607574164,59.08,9.918,3.742,32.723,32.04,High
7.15,7.15,7.795,7.76,6.015,11.485,8.37,0.475,0.3,0.68,3.28,10.355,0.31,1.285,0.05,0.058,0.084,0.105,1.18,0.071,0.11,5.025,5.7,2.18,7.795,8.795,1.73,1.76,4.85,4.7,2.025,3.95,5.725,2.025,2.84,7.9607142857142845,1.7202796007515475,2.3835714285714285,3.66833035849385,0.23685714285714285,0.4164886667411365,4.712142857142858,2.92311314803079,3.7307142857142854,1.4622967909292233,55.724999999999994,16.685,1.658,32.98500000000001,26.115,High
4.9,8.5,9.545,7.8,5.4,8.98,7.15,0.48,0.24,0.65,5.56,5.845,0.38,0.38,0.058,0.034,0.134,0.902,1.454,0.056,0.567,4.5,5.105,2.095,19.355,19.355,1.73,1.8,3.15,2.52,2.04,5.725,6.75,2.95,2.5,7.4678571428571425,1.7676581898632089,1.9335714285714285,2.5789544300706346,0.45785714285714285,0.5488455850150169,7.705714285714285,8.067618106031166,3.662142857142857,1.8187034235567772,52.275,13.535,3.205,53.93999999999999,25.634999999999998,Low
8.1,8.3,8.1,9.265,6.025,8.98,8.55,0.209,0.205,0.65,2.8,5.07,0.38,0.429,0.07,0.038,0.026,0.902,0.934,0.071,0.191,0.95,1.95,1.665,4.9,5.07,2.48,1.8,4.7,3.8,4.15,6.025,7.725,2.94,2.025,8.188571428571427,1.0507803222911465,1.3918571428571431,1.862824148845996,0.3188571428571429,0.41287868620674717,2.687857142857143,1.6335285354686881,4.480714285714286,1.9120395493020637,57.31999999999999,9.743000000000002,2.232,18.815,31.365,High
7.933,8.9,11.475,9.115,6.015,10.07,2.31,0.23,0.28,0.65,3.85,5.845,0.37,0.44,0.067,0.08,0.082,0.22,1.075,0.037,0.071,1.053,2.5,14.67,19.355,20.05,9.53,7.695,3.967,5.1,3.95,3.95,6.75,6.625,7.37,7.974000000000001,3.020205070300139,1.6664285714285714,2.252107742918683,0.23314285714285712,0.3758454596291001,10.693285714285716,7.624474226993967,5.387428571428571,1.5028532704096407,55.818000000000005,11.665,1.632,74.85300000000001,37.711999999999996,Low
7.3,8.9,9.545,9.265,6.025,8.98,7.15,0.24,0.2,1.64,3.85,14.515,0.38,0.429,0.02,0.02,0.082,0.902,1.075,0.071,0.567,1.735,1.62,2.074,14.775,14.775,0.636,1.8,1.01,2.52,2.045,10.465,7.4,4.725,4.45,8.166428571428572,1.3339718709106847,3.036285714285714,5.229565779115435,0.391,0.4533424018700802,5.345,6.4575365788098065,4.659285714285715,3.3164808514591546,57.165,21.253999999999998,2.737,37.415,32.615,High
6.54,4.98,11.475,9.115,8.11,8.98,6.375,0.44,0.425,1.16,8.625,12.175,0.28,0.44,0.06,0.06,0.208,0.66,1.075,0.14,0.19,1.37,4.22,6.025,7.45,7.795,4.58,6.76,10.7,7.3,3.95,4.95,6.75,2.155,2.9,7.939285714285715,2.166339902099523,3.3635714285714293,4.923037438314645,0.3418571428571428,0.3828239058067597,5.457142857142856,2.253204860383792,5.529285714285714,2.9577728509970536,55.575,23.545000000000005,2.393,38.199999999999996,38.705,Low
8.433,8.733,9.42,9.42,6.95,10.29,7.5,0.823,0.725,0.65,2.31,24.32,0.38,0.429,0.21,0.193,0.011,0.96,1.23,0.075,0.567,2.477,2.467,2.84,14.97,3.72,2.69,3.64,4.913,4.22,4.8,6.0,7.75,3.367,3.7,8.678,1.164502039500146,4.2338571428571425,8.881381000508338,0.4637142857142858,0.47220536291099524,4.686285714285715,4.564049762885506,4.964285714285714,1.5036749110413588,60.746,29.636999999999997,3.2460000000000004,32.804,34.75,Low
6.54,4.98,11.475,10.12,8.11,8.98,6.375,0.42,0.2,0.65,3.85,12.175,0.28,0.44,0.031,0.038,0.134,0.22,0.746,0.056,0.567,1.235,1.335,2.095,3.9,2.02,0.636,1.8,10.7,6.7,2.04,2.8,8.4,2.155,2.9,8.082857142857142,2.287177768092621,2.5735714285714293,4.427210101826463,0.256,0.2861089536056733,1.8601428571428573,1.0336384649336905,5.099285714285714,3.487516342340956,56.58,18.015000000000004,1.792,13.021,35.695,Low
5.55,8.09,9.0,7.6,3.29,8.43,2.31,0.14,0.2,1.64,0.515,16.645,0.429,1.285,0.095,0.065,0.134,0.902,1.454,0.056,0.567,1.6,2.205,2.095,4.9,2.02,1.58,1.8,10.7,7.3,2.04,10.465,8.415,2.155,2.1,6.324285714285715,2.653914449405237,2.979142857142857,6.052253999642652,0.46757142857142864,0.5405536843961807,2.314285714285714,1.1652196809022346,6.167857142857144,3.979674250847315,44.27,20.854,3.2730000000000006,16.2,43.175000000000004,Low
8.7,8.1,8.77,6.17,5.2,10.07,5.03,0.095,0.2,0.698,3.97,14.515,0.38,0.844,0.065,0.095,0.208,0.805,0.746,0.056,0.056,4.2,3.31,5.18,10.98,8.45,4.32,7.695,4.7,5.4,2.04,2.8,5.725,2.155,2.1,7.434285714285714,1.9641525495987417,2.9574285714285717,5.269636352322073,0.29014285714285715,0.33616634204484175,6.305000000000001,2.7986797482622645,3.56,1.6515674373152311,52.04,20.702,2.031,44.135000000000005,24.92,High
8.1,6.025,9.575,8.98,8.01,8.98,7.015,0.435,0.2,1.025,14.175,5.01,0.43,1.285,0.05,0.05,0.011,0.902,2.025,0.085,0.05,4.3,4.2,3.73,6.48,4.1,0.76,0.76,4.95,5.95,4.725,6.025,5.625,4.025,3.7,8.097857142857142,1.2393104841767764,3.222857142857143,5.106189754555134,0.4532857142857143,0.762758090590919,3.4757142857142864,2.0588982259358777,5.0,0.9185586535436918,56.685,22.56,3.173,24.330000000000005,35.0,Low
8.1,8.6,8.11,9.265,6.015,8.98,5.98,0.31,0.245,0.65,1.265,24.515,0.429,0.429,0.078,0.07,0.082,0.252,1.454,0.071,0.567,0.59,0.905,2.02,6.025,5.07,3.73,3.73,4.3,3.21,2.31,9.265,8.4,2.21,3.5,7.864285714285716,1.343777103824107,3.977571428571428,9.062602971500386,0.3677142857142857,0.5124063212873531,3.152857142857143,2.0613625290546245,4.742142857142857,2.893933103843938,55.05000000000001,27.842999999999996,2.574,22.07,33.195,High
7.17,8.4,9.5,6.83,5.2,8.98,6.48,0.49,0.314,0.698,4.19,5.4,0.28,0.53,0.017,0.039,0.074,0.805,1.23,0.037,0.07,0.4,1.3,1.6,5.82,5.64,2.21,1.84,4.2,5.4,4.725,3.3,5.725,7.37,5.7,7.508571428571429,1.5214075563046716,1.7002857142857142,2.1472656809910378,0.32457142857142857,0.4893965185623539,2.6871428571428573,2.153158256187983,5.202857142857143,1.2980814597668655,52.56,11.902,2.272,18.810000000000002,36.42,Low
8.7,8.9,8.67,7.8,4.55,9.805,5.03,0.24,0.2,0.65,1.848,14.515,0.28,0.429,0.08,0.095,0.082,0.805,1.075,0.056,0.567,4.4,3.2,4.545,15.515,18.543,3.02,3.96,3.52,3.367,4.725,6.075,9.55,8.625,4.45,7.636428571428572,2.034905227698402,2.5945714285714283,5.287725782638597,0.39428571428571424,0.42075238731179104,7.597571428571429,6.526298819829988,5.758857142857144,2.456383346071444,53.455,18.162,2.76,53.18300000000001,40.312000000000005,High
8.367,8.4,12.475,6.37,4.902,8.98,8.1,0.24,0.2,0.65,2.3,4.39,0.38,0.844,0.15,0.18,0.074,0.66,1.075,0.071,0.19,0.09,0.12,6.025,14.775,7.795,4.65,4.96,3.85,4.8,3.95,6.075,6.75,3.95,3.17,8.227714285714287,2.351674631284815,1.2862857142857143,1.5468903984322562,0.3428571428571429,0.3807634561296679,5.487857142857143,5.01321325527422,4.649285714285715,1.3085310739254805,57.594,9.004,2.4000000000000004,38.415,32.545,High
7.75,7.4,8.77,6.37,4.66,10.07,6.375,0.24,0.245,0.714,8.625,24.32,0.28,0.429,0.012,0.08,0.026,1.252,0.848,0.056,0.567,4.4,5.105,3.96,14.775,0.636,0.636,0.76,4.4,3.15,2.04,6.075,8.415,3.6,3.1,7.342142857142858,1.7665405390736086,4.979,9.066511640831513,0.40585714285714286,0.4942018577367715,4.324571428571429,4.9979398374778,4.397142857142858,2.175158724367138,51.395,34.853,2.841,30.272000000000002,30.78,Low
4.9,4.2,6.24,4.24,3.24,8.42,6.29,0.24,0.24,0.65,4.45,30.23,0.429,0.429,0.05,0.05,0.12,0.556,2.74,0.03,0.19,1.4,2.2,3.96,5.76,6.025,2.46,3.73,5.85,4.25,3.87,10.0,6.45,7.37,6.34,5.361428571428571,1.746848863634445,5.238285714285715,11.124175785412683,0.5337142857142857,0.9898804160580399,3.6478571428571427,1.7690059759246555,6.304285714285713,2.0481199276642075,37.53,36.668000000000006,3.7359999999999998,25.535,44.129999999999995,Low
